"","Category","Response","Participant","Trial","List","RT","Inv_RT","Invk_RT","zscore_per_pt","SM_term","ProdFreq","LgSUBTLWF","Sensorimotor","Linguistic","PLD","NSyll","Category.RT","Category.RT.secs"
"396","day of the week","monday",40,4,3,1.677,0.596302922,596.3029219,-0.70074,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"397","day of the week","monday",31,14,3,1.957,0.510986203,510.9862034,-0.50211,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"398","day of the week","monday",79,10,3,2.926,0.3417635,341.7634997,-0.35225,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"399","day of the week","monday",76,12,3,1.669,0.599161174,599.1611744,-0.85894,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"400","day of the week","monday",80,12,3,1.364,0.73313783,733.1378299,-1.07393,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"401","day of the week","monday",43,24,3,3.827,0.26130128,261.3012804,-0.22992,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"402","day of the week","monday",37,2,3,1.66,0.602409639,602.4096386,-0.94982,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"403","day of the week","monday",58,38,3,1.736,0.576036866,576.0368664,-0.71118,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"404","day of the week","monday",25,30,3,1.238,0.807754443,807.7544426,-1.27344,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"405","day of the week","sunday",52,18,3,2.648,0.377643505,377.6435045,-0.61068,"sunday",19,3.34,0.054089289,0.211569602,1.9,2,2387.81,0.54978
"406","day of the week","monday",28,28,3,1.704,0.58685446,586.8544601,-0.95409,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"407","day of the week","monday",55,17,3,1.527,0.654878847,654.8788474,-1.292,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"408","day of the week","monday",67,14,3,1.197,0.835421888,835.4218881,-0.7533,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"409","day of the week","monday",70,14,3,2.29,0.436681223,436.6812227,-0.28418,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"410","day of the week","monday",46,29,3,1.306,0.765696784,765.6967841,-0.6694,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"411","day of the week","monday",49,32,3,1.761,0.567859171,567.8591709,-0.55398,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"412","day of the week","thursday",64,36,3,3.092,0.323415265,323.4152652,-0.11125,"thursday",20,3.09,0.083206881,0.284365148,2.9,2,2387.81,0.54978
"413","day of the week","monday",61,30,3,1.702,0.587544066,587.5440658,-0.80006,"monday",19,3.23,0.100003675,0.256197581,1.8,2,2387.81,0.54978
"414","day of the week","sunday",22,11,3,1.694,0.590318772,590.3187721,-0.40509,"sunday",19,3.34,0.054089289,0.211569602,1.9,2,2387.81,0.54978
"415","disease","malaria",75,25,2,3.263,0.306466442,306.4664419,-0.04167,"malaria",6,1.93,0.017989269,0.365770378,2.85,3,597.97,1.34009
"416","disease","smallpox",33,33,2,17.105,0.058462438,58.46243788,2.3676,"smallpox",5,1.88,0.063846237,0.405933077,4.45,2,597.97,1.34009
"417","disease","cancer",42,37,2,2.435,0.410677618,410.6776181,0.07608,"cancer",13,3.06,0.037393498,0.252068213,1.7,2,597.97,1.34009
"418","disease","cancer",18,39,2,5.662,0.176616037,176.6160367,0.41778,"cancer",13,3.06,0.037393498,0.252068213,1.7,2,597.97,1.34009
"419","disease","typhoid",69,5,2,3.94,0.253807107,253.8071066,0.30091,"typhoid",3,1.42,0.031088522,0.560123985,2.9,2,597.97,1.34009
"420","disease","cancer",57,14,2,4.422,0.226142017,226.1420172,0.93441,"cancer",13,3.06,0.037393498,0.252068213,1.7,2,597.97,1.34009
"421","disease","cholera",39,38,2,4.06,0.246305419,246.3054187,0.33181,"cholera",5,1.76,0.035172357,0.413464209,2.75,3,597.97,1.34009
"422","disease","cancer",78,17,2,5.515,0.181323663,181.3236627,1.19971,"cancer",13,3.06,0.037393498,0.252068213,1.7,2,597.97,1.34009
"423","disease","cancer",54,37,2,3.199,0.312597687,312.5976868,-0.4412,"cancer",13,3.06,0.037393498,0.252068213,1.7,2,597.97,1.34009
"424","disease","cancer",21,6,2,5.538,0.180570603,180.5706031,0.98251,"cancer",13,3.06,0.037393498,0.252068213,1.7,2,597.97,1.34009
"425","disease","flu",60,18,2,3.339,0.299490866,299.4908655,-0.38477,"flu",7,2.65,0.057203711,0.343228139,1.1,1,597.97,1.34009
"426","disease","ebola",51,13,2,1.713,0.583771162,583.7711617,-0.69984,"ebola",3,NA,NA,0.646879011,NA,NA,597.97,1.34009
"427","disease","hiv",27,35,2,2.347,0.426075841,426.0758415,-0.61,"hiv",8,NA,NA,0.366567937,NA,NA,597.97,1.34009
"428","disease","ebola",72,9,2,8.659,0.115486777,115.4867768,1.86442,"ebola",3,NA,NA,0.646879011,NA,NA,597.97,1.34009
"429","drug","cannabis",54,10,2,4.519,0.221287896,221.2878956,-0.03145,"cannabis",7,1.38,0.100871267,0.318355457,2.9,3,572.22,1.34009
"430","drug","cocaine",30,36,2,1.82,0.549450549,549.4505495,-0.57587,"cocaine",18,2.63,0.078328228,0.326439525,2,2,572.22,1.34009
"431","drug","paracetamol",72,23,2,4.171,0.239750659,239.7506593,0.23273,"acetaminophen",17,NA,0.041908542,0.531913252,NA,NA,572.22,1.34009
"432","drug","cannabis",48,11,2,3.53,0.283286119,283.286119,1.11922,"cannabis",7,1.38,0.100871267,0.318355457,2.9,3,572.22,1.34009
"433","drug","paracetamol",42,13,2,3.07,0.325732899,325.732899,0.70106,"acetaminophen",17,NA,0.041908542,0.531913252,NA,NA,572.22,1.34009
"434","drug","paracetamol",24,8,2,4.578,0.218435998,218.4359983,-0.22351,"acetaminophen",17,NA,0.041908542,0.531913252,NA,NA,572.22,1.34009
"435","drug","paracetamol",51,18,2,2.394,0.417710944,417.710944,-0.31623,"acetaminophen",17,NA,0.041908542,0.531913252,NA,NA,572.22,1.34009
"436","drug","cannabis",45,17,2,3.268,0.305997552,305.997552,-0.43814,"cannabis",7,1.38,0.100871267,0.318355457,2.9,3,572.22,1.34009
"437","drug","marijuana",69,29,2,5.342,0.187195807,187.1958068,0.93732,"marijuana",7,2.43,0.060034329,0.471078019,3.9,4,572.22,1.34009
"438","drug","paracetamol",18,16,2,5.912,0.169147497,169.1474966,0.50245,"acetaminophen",17,NA,0.041908542,0.531913252,NA,NA,572.22,1.34009
"439","drug","heroin",33,30,2,4.106,0.24354603,243.5460302,-0.36277,"heroin",15,2.7,0.065504564,0.305443697,2.4,2,572.22,1.34009
"440","drug","paracetamol",75,10,2,3.321,0.301114122,301.1141223,-0.02917,"acetaminophen",17,NA,0.041908542,0.531913252,NA,NA,572.22,1.34009
"441","drug","paracetamol",60,4,2,3.693,0.270782562,270.7825616,-0.2512,"acetaminophen",17,NA,0.041908542,0.531913252,NA,NA,572.22,1.34009
"442","drug","paracetamol",57,10,2,3.665,0.272851296,272.851296,0.40091,"acetaminophen",17,NA,0.041908542,0.531913252,NA,NA,572.22,1.34009
"443","drug","heroin",39,22,2,2.57,0.389105058,389.1050584,-0.26487,"heroin",15,2.7,0.065504564,0.305443697,2.4,2,572.22,1.34009
"444","drug","legal",63,16,2,4.15,0.240963855,240.9638554,0.52552,"legal",2,3.26,0.212228653,0.297800446,1.85,2,572.22,1.34009
"445","emotion","happy",39,39,2,1.767,0.565930956,565.9309564,-0.58644,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"446","emotion","happy",30,15,2,1.645,0.607902736,607.9027356,-0.65252,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"447","emotion","happy",33,25,2,3.944,0.253549696,253.5496957,-0.3968,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"448","emotion","sad",18,28,2,1.831,0.546149645,546.149645,-0.87959,"sad",15,3.51,0.018441596,0.308511471,1,1,679.33,1.34009
"449","emotion","happy",42,11,2,1.082,0.924214418,924.2144177,-1.25557,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"450","emotion","happiness",27,26,2,2.461,0.406338887,406.3388866,-0.57841,"happiness",5,3.1,0.037599743,0.30211174,2.55,3,679.33,1.34009
"451","emotion","happy",54,12,2,2.506,0.399042298,399.0422985,-0.65631,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"452","emotion","happy",24,3,2,1.858,0.538213132,538.2131324,-1.01297,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"453","emotion","depressed",63,37,2,1.814,0.551267916,551.2679162,-0.72527,"depressed",6,2.92,0.076261856,0.315557359,2.1,2,679.33,1.34009
"454","emotion","happy",72,25,2,1.537,0.650618087,650.6180872,-0.7249,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"455","emotion","sadness",75,17,2,1.575,0.634920635,634.9206349,-0.40562,"sadness",6,2.39,0.064287589,0.289741556,1.9,2,679.33,1.34009
"456","emotion","happy",57,35,2,2.045,0.488997555,488.997555,-0.74081,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"457","emotion","happy",60,14,2,2.316,0.431778929,431.7789292,-0.77077,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"458","emotion","happy",48,7,2,1.247,0.801924619,801.9246191,-1.23803,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"459","emotion","happiness",69,11,2,2.275,0.43956044,439.5604396,-0.45489,"happiness",5,3.1,0.037599743,0.30211174,2.55,3,679.33,1.34009
"460","emotion","happiness",78,10,2,3.593,0.278318954,278.3189535,-0.03607,"happiness",5,3.1,0.037599743,0.30211174,2.55,3,679.33,1.34009
"461","emotion","happy",21,21,2,2.036,0.491159136,491.1591356,-1.07613,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"462","emotion","love",45,1,2,5.158,0.193873594,193.8735944,0.18309,"love",5,4.75,0.035526938,0.457199243,1.35,1,679.33,1.34009
"463","emotion","happy",51,39,2,1.329,0.752445448,752.4454477,-0.91615,"happy",14,4.23,0.038033557,0.403265402,1.75,2,679.33,1.34009
"464","fabric","silk",58,36,3,1.995,0.501253133,501.2531328,-0.45851,"silk",13,2.7,0.016338077,0.320158249,1.4,1,618.52,1.34009
"465","fabric","silk",61,7,3,2.363,0.423190859,423.1908591,-0.47307,"silk",13,2.7,0.016338077,0.320158249,1.4,1,618.52,1.34009
"466","fabric","wool",19,23,3,2.431,0.411353353,411.3533525,-0.41216,"wool",10,2.21,0.023968192,0.313107933,1.35,1,618.52,1.34009
"467","fabric","cotton",79,30,3,2.551,0.392003136,392.003136,-0.49236,"cotton",18,2.86,0.014870305,0.344738387,1.8,2,618.52,1.34009
"468","fabric","silk",40,37,3,1.951,0.512557663,512.5576627,-0.56996,"silk",13,2.7,0.016338077,0.320158249,1.4,1,618.52,1.34009
"469","fabric","cloth",31,16,3,2.478,0.403551251,403.551251,-0.30385,"cloth",2,2.49,0.002294921,0.308097907,1.65,1,618.52,1.34009
"470","fabric","cotton",37,29,3,2.637,0.379218809,379.2188093,-0.57952,"cotton",18,2.86,0.014870305,0.344738387,1.8,2,618.52,1.34009
"471","fabric","silk",64,11,3,1.907,0.524383849,524.383849,-1.04289,"silk",13,2.7,0.016338077,0.320158249,1.4,1,618.52,1.34009
"472","fabric","cotton",46,15,3,1.868,0.535331906,535.3319058,-0.50341,"cotton",18,2.86,0.014870305,0.344738387,1.8,2,618.52,1.34009
"473","fabric","cotton",76,29,3,4.099,0.243961942,243.9619419,1.77619,"cotton",18,2.86,0.014870305,0.344738387,1.8,2,618.52,1.34009
"474","fabric","silk",80,21,3,1.804,0.554323725,554.3237251,-0.63281,"silk",13,2.7,0.016338077,0.320158249,1.4,1,618.52,1.34009
"475","fabric","silk",28,25,3,2.586,0.386697602,386.6976025,-0.34598,"silk",13,2.7,0.016338077,0.320158249,1.4,1,618.52,1.34009
"476","fabric","cotton",55,36,3,2.434,0.410846343,410.8463435,-0.39087,"cotton",18,2.86,0.014870305,0.344738387,1.8,2,618.52,1.34009
"477","fabric","silk",49,35,3,2.118,0.472143532,472.1435316,-0.39687,"silk",13,2.7,0.016338077,0.320158249,1.4,1,618.52,1.34009
"478","fabric","wool",70,9,3,2.059,0.485672657,485.6726566,-0.35053,"wool",10,2.21,0.023968192,0.313107933,1.35,1,618.52,1.34009
"479","fabric","silk",67,31,3,1.542,0.648508431,648.5084306,-0.60875,"silk",13,2.7,0.016338077,0.320158249,1.4,1,618.52,1.34009
"480","fabric","cotton",52,1,3,1.904,0.525210084,525.210084,-1.18494,"cotton",18,2.86,0.014870305,0.344738387,1.8,2,618.52,1.34009
"481","fabric","cotton",25,35,3,1.519,0.658327847,658.3278473,-1.07668,"cotton",18,2.86,0.014870305,0.344738387,1.8,2,618.52,1.34009
"482","fabric","silk",22,9,3,1.316,0.759878419,759.8784195,-0.73672,"silk",13,2.7,0.016338077,0.320158249,1.4,1,618.52,1.34009
"483","family relationship","mother",26,6,1,6.354,0.157381177,157.3811772,1.26542,"mother",14,4.39,0.022601393,0.161446725,1.7,2,1365.09,1.1697
"484","family relationship","mother",20,20,1,2.867,0.348796652,348.7966516,0.22334,"mother",14,4.39,0.022601393,0.161446725,1.7,2,1365.09,1.1697
"485","family relationship","brother",56,23,1,2.679,0.37327361,373.2736096,0.20019,"brother",15,4.16,0.061766793,0.20042156,1.9,2,1365.09,1.1697
"486","family relationship","father",50,23,1,3.572,0.279955207,279.9552072,-0.23004,"father",14,4.45,0.013808469,0.161952412,1.7,2,1365.09,1.1697
"487","family relationship","mother",32,38,1,1.75,0.571428571,571.4285714,-0.77274,"mother",14,4.39,0.022601393,0.161446725,1.7,2,1365.09,1.1697
"488","family relationship","mum",44,36,1,4.587,0.218007412,218.0074123,-0.14561,"mum",5,3.04,0.029711503,0.184253996,1,1,1365.09,1.1697
"489","family relationship","mother",23,12,1,1.295,0.772200772,772.2007722,-1.43309,"mother",14,4.39,0.022601393,0.161446725,1.7,2,1365.09,1.1697
"490","family relationship","mum",71,33,1,1.891,0.52882073,528.8207298,-0.69231,"mum",5,3.04,0.029711503,0.184253996,1,1,1365.09,1.1697
"491","family relationship","brother",77,23,1,1.819,0.549752611,549.7526113,-0.6615,"brother",15,4.16,0.061766793,0.20042156,1.9,2,1365.09,1.1697
"492","family relationship","father",47,39,1,5.471,0.182781941,182.7819411,0.96892,"father",14,4.45,0.013808469,0.161952412,1.7,2,1365.09,1.1697
"493","family relationship","mother",65,3,1,3.652,0.273822563,273.822563,0.14916,"mother",14,4.39,0.022601393,0.161446725,1.7,2,1365.09,1.1697
"494","family relationship","brother",59,3,1,3.182,0.314267756,314.2677561,-0.45503,"brother",15,4.16,0.061766793,0.20042156,1.9,2,1365.09,1.1697
"495","family relationship","mother",35,35,1,2.116,0.472589792,472.5897921,-0.47861,"mother",14,4.39,0.022601393,0.161446725,1.7,2,1365.09,1.1697
"496","family relationship","brother",17,3,1,4.27,0.234192037,234.1920375,0.08822,"brother",15,4.16,0.061766793,0.20042156,1.9,2,1365.09,1.1697
"497","family relationship","mum",68,8,1,3.618,0.276395799,276.3957988,-0.26678,"mum",5,3.04,0.029711503,0.184253996,1,1,1365.09,1.1697
"498","family relationship","sister",38,23,1,1.545,0.647249191,647.2491909,-0.64787,"sister",16,3.96,0.073322443,0.219550582,1.7,2,1365.09,1.1697
"499","family relationship","wife",53,5,1,2.225,0.449438202,449.4382022,-0.44272,"wife",7,4.25,0.012311791,0.178968501,1.5,1,1365.09,1.1697
"500","family relationship","mother",62,18,1,2.829,0.353481796,353.4817957,-0.27758,"mother",14,4.39,0.022601393,0.161446725,1.7,2,1365.09,1.1697
"501","family relationship","brother",74,29,1,1.991,0.502260171,502.2601708,-0.48203,"brother",15,4.16,0.061766793,0.20042156,1.9,2,1365.09,1.1697
"502","farm animal","pig",77,29,1,1.74,0.574712644,574.7126437,-0.70577,"pig",16,3.3,0.088728883,0.249390902,1,1,1224.55,0.61988
"503","farm animal","pig",17,27,1,2.094,0.477554919,477.5549188,-0.74625,"pig",16,3.3,0.088728883,0.249390902,1,1,1224.55,0.61988
"504","farm animal","cow",32,8,1,1.679,0.595592615,595.5926147,-0.83838,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"505","farm animal","horse",47,29,1,3.522,0.283929585,283.9295855,-0.25377,"horse",13,3.68,0.021766433,0.210965217,1.2,1,1224.55,0.61988
"506","farm animal","pigs",44,13,1,2.104,0.475285171,475.2851711,-0.73408,"pig",3,2.83,0.088728883,0.256416177,1.5,1,1224.55,0.61988
"507","farm animal","cow",38,26,1,2.073,0.482392668,482.3926676,-0.3332,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"508","farm animal","cow",26,1,1,1.901,0.526038927,526.0389269,-0.77441,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"509","farm animal","pig",59,5,1,2.966,0.337154417,337.1544167,-0.52166,"pig",16,3.3,0.088728883,0.249390902,1,1,1224.55,0.61988
"510","farm animal","cow",62,9,1,2.01,0.497512438,497.5124378,-0.55439,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"511","farm animal","pig",50,15,1,2.108,0.474383302,474.3833017,-0.8281,"pig",16,3.3,0.088728883,0.249390902,1,1,1224.55,0.61988
"512","farm animal","cow",53,2,1,1.691,0.591366056,591.3660556,-0.81775,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"513","farm animal","cow",20,24,1,2.296,0.43554007,435.5400697,-0.32958,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"514","farm animal","cow",56,15,1,2.375,0.421052632,421.0526316,-0.02525,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"515","farm animal","cow",23,18,1,1.615,0.619195046,619.1950464,-0.96478,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"516","farm animal","pig",71,16,1,1.987,0.503271263,503.2712632,-0.62862,"pig",16,3.3,0.088728883,0.249390902,1,1,1224.55,0.61988
"517","farm animal","cow",68,19,1,2.309,0.433087917,433.0879168,-1.12389,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"518","farm animal","cow",35,6,1,1.652,0.605326877,605.3268765,-0.71109,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"519","farm animal","pig",74,1,1,2.01,0.497512438,497.5124378,-0.46368,"pig",16,3.3,0.088728883,0.249390902,1,1,1224.55,0.61988
"520","farm animal","pigs",29,24,1,2.124,0.470809793,470.8097928,-0.52975,"pig",3,2.83,0.088728883,0.256416177,1.5,1,1224.55,0.61988
"521","farm animal","cow",65,30,1,1.92,0.520833333,520.8333333,-0.90772,"cow",17,3.11,0.048156042,0.255277931,1,1,1224.55,0.61988
"522","fish","trout",46,4,3,3.418,0.292568754,292.5687537,-0.04561,"trout",3,2.31,0.020923616,0.355570184,1.6,1,574.71,1.34009
"523","fish","herring",58,28,3,4.932,0.202757502,202.757502,2.4067,"herring",2,2.18,0.031132264,0.410561971,1.5,2,574.71,1.34009
"524","fish","goldfish",76,2,3,1.762,0.56753689,567.5368899,-0.75809,"goldfish",10,2.19,0.292563992,0.479557031,3.5,2,574.71,1.34009
"525","fish","goldfish",55,22,3,3.32,0.301204819,301.2048193,0.48941,"goldfish",10,2.19,0.292563992,0.479557031,3.5,2,574.71,1.34009
"526","fish","tuna",49,7,3,3.243,0.30835646,308.3564601,0.09822,"tuna",12,2.61,0.027547111,0.392317736,1.75,2,574.71,1.34009
"527","fish","tuna",28,26,3,2.272,0.440140845,440.1408451,-0.56247,"tuna",12,2.61,0.027547111,0.392317736,1.75,2,574.71,1.34009
"528","fish","goldfish",19,20,3,1.987,0.503271263,503.2712632,-0.59505,"goldfish",10,2.19,0.292563992,0.479557031,3.5,2,574.71,1.34009
"529","fish","goldfish",40,29,3,4.876,0.205086136,205.0861362,0.82612,"goldfish",10,2.19,0.292563992,0.479557031,3.5,2,574.71,1.34009
"530","fish","goldfish",64,24,3,5.691,0.175716043,175.7160429,1.93209,"goldfish",10,2.19,0.292563992,0.479557031,3.5,2,574.71,1.34009
"531","fish","cod",43,25,3,2.523,0.396353547,396.3535474,-0.72105,"cod",10,2.06,0.024738736,0.362440693,1,1,574.71,1.34009
"532","fish","tuna",70,29,3,2.165,0.461893764,461.8937644,-0.32008,"tuna",12,2.61,0.027547111,0.392317736,1.75,2,574.71,1.34009
"533","fish","haddock",22,12,3,1.668,0.599520384,599.5203837,-0.4279,"haddock",6,NA,NA,0.440403435,1.75,2,574.71,1.34009
"534","fish","trout",31,33,3,1.628,0.614250614,614.2506143,-0.6273,"trout",3,2.31,0.020923616,0.355570184,1.6,1,574.71,1.34009
"535","fish","tuna",79,35,3,3.888,0.257201646,257.2016461,0.0072,"tuna",12,2.61,0.027547111,0.392317736,1.75,2,574.71,1.34009
"536","fish","tuna",25,19,3,1.775,0.563380282,563.3802817,-0.89743,"tuna",12,2.61,0.027547111,0.392317736,1.75,2,574.71,1.34009
"537","fish","goldfish",52,15,3,2.144,0.46641791,466.4179104,-0.9997,"goldfish",10,2.19,0.292563992,0.479557031,3.5,2,574.71,1.34009
"538","fish","cod",61,13,3,2.157,0.463606861,463.6068614,-0.57498,"cod",10,2.06,0.024738736,0.362440693,1,1,574.71,1.34009
"539","fish","clownfish",37,31,3,4.477,0.22336386,223.3638597,0.11786,"clownfish",8,NA,0.197773509,0.676272527,NA,NA,574.71,1.34009
"540","fish","haddock",67,29,3,4.904,0.203915171,203.9151713,0.79985,"haddock",6,NA,NA,0.440403435,1.75,2,574.71,1.34009
"541","flower","roses",22,21,3,1.614,0.619578686,619.5786865,-0.47528,"rose",7,2.86,0.008019953,0.314397139,1.7,2,603.06,1.34009
"542","flower","rose",76,5,3,1.979,0.50530571,505.30571,-0.52277,"rose",12,3.43,0.008019953,0.305735155,1,1,603.06,1.34009
"543","flower","lilies",64,5,3,3.87,0.258397933,258.3979328,0.50042,"lily",5,1.991,0.019138196,0.424692142,1.85,2,603.06,1.34009
"544","flower","daisy",52,11,3,2.238,0.446827525,446.8275246,-0.92714,"daisy",13,2.84,0.033350098,0.391068227,1.6,2,603.06,1.34009
"545","flower","tulip",28,38,3,2.372,0.42158516,421.5851602,-0.49353,"tulip",8,1.61,0.027101235,0.441631704,1.95,2,603.06,1.34009
"546","flower","rose",79,26,3,1.937,0.516262261,516.2622612,-0.72179,"rose",12,3.43,0.008019953,0.305735155,1,1,603.06,1.34009
"547","flower","poppy",58,32,3,1.477,0.67704807,677.0480704,-0.96385,"poppy",2,2.31,0.093854898,0.343590951,1.4,2,603.06,1.34009
"548","flower","daisy",55,7,3,2.313,0.432338954,432.3389537,-0.51108,"daisy",13,2.84,0.033350098,0.391068227,1.6,2,603.06,1.34009
"549","flower","rose",43,2,3,1.888,0.529661017,529.6610169,-0.96021,"rose",12,3.43,0.008019953,0.305735155,1,1,603.06,1.34009
"550","flower","rose",61,14,3,2.415,0.414078675,414.0786749,-0.44735,"rose",12,3.43,0.008019953,0.305735155,1,1,603.06,1.34009
"551","flower","roses",70,18,3,1.333,0.750187547,750.1875469,-0.55906,"rose",7,2.86,0.008019953,0.314397139,1.7,2,603.06,1.34009
"552","flower","daffodils",40,22,3,1.52,0.657894737,657.8947368,-0.77567,"daffodil",4,1.52,0.081774483,0.398616575,3.65,3,603.06,1.34009
"553","flower","daisy",31,26,3,1.924,0.51975052,519.7505198,-0.51467,"daisy",13,2.84,0.033350098,0.391068227,1.6,2,603.06,1.34009
"554","flower","tulip",80,26,3,2.225,0.449438202,449.4382022,-0.21074,"tulip",8,1.61,0.027101235,0.441631704,1.95,2,603.06,1.34009
"555","flower","daisy",46,26,3,2.137,0.467945718,467.9457183,-0.42396,"daisy",13,2.84,0.033350098,0.391068227,1.6,2,603.06,1.34009
"556","flower","tulip",19,13,3,2.774,0.360490267,360.4902668,-0.27088,"tulip",8,1.61,0.027101235,0.441631704,1.95,2,603.06,1.34009
"557","flower","daisy",49,11,3,2.066,0.484027106,484.0271055,-0.41975,"daisy",13,2.84,0.033350098,0.391068227,1.6,2,603.06,1.34009
"558","flower","daisy",37,7,3,2.832,0.353107345,353.1073446,-0.50562,"daisy",13,2.84,0.033350098,0.391068227,1.6,2,603.06,1.34009
"559","four-legged animal","cow",43,20,3,5.884,0.169952413,169.9524133,0.5448,"cow",13,3.11,0.093217671,0.278727951,1,1,1981.19,0.596
"560","four-legged animal","dog",67,38,3,1.823,0.548546352,548.5463522,-0.49102,"dog",17,3.99,0.078850452,0.222268861,1.45,1,1981.19,0.596
"561","four-legged animal","dog",46,39,3,1.768,0.56561086,565.6108597,-0.53295,"dog",17,3.99,0.078850452,0.222268861,1.45,1,1981.19,0.596
"562","four-legged animal","dog",37,32,3,2.347,0.426075841,426.0758415,-0.68944,"dog",17,3.99,0.078850452,0.222268861,1.45,1,1981.19,0.596
"563","four-legged animal","dog",70,22,3,2.274,0.439753738,439.7537379,-0.28877,"dog",17,3.99,0.078850452,0.222268861,1.45,1,1981.19,0.596
"564","four-legged animal","dog",52,12,3,2.348,0.425894378,425.8943782,-0.84224,"dog",17,3.99,0.078850452,0.222268861,1.45,1,1981.19,0.596
"565","four-legged animal","cat",76,4,3,1.875,0.533333333,533.3333333,-0.63555,"cat",17,3.53,0.056150043,0.239681969,1,1,1981.19,0.596
"566","four-legged animal","dog",22,20,3,1.596,0.626566416,626.566416,-0.49107,"dog",17,3.99,0.078850452,0.222268861,1.45,1,1981.19,0.596
"567","four-legged animal","cat",19,38,3,1.939,0.515729758,515.7297576,-0.61482,"cat",17,3.53,0.056150043,0.239681969,1,1,1981.19,0.596
"568","four-legged animal","cat",61,10,3,2.718,0.367917586,367.9175865,-0.29746,"cat",17,3.53,0.056150043,0.239681969,1,1,1981.19,0.596
"569","four-legged animal","horse",80,30,3,1.682,0.594530321,594.530321,-0.75512,"horse",13,3.68,0.025289908,0.245938141,1.2,1,1981.19,0.596
"570","four-legged animal","dog",79,14,3,2.184,0.457875458,457.8754579,-0.62949,"dog",17,3.99,0.078850452,0.222268861,1.45,1,1981.19,0.596
"571","four-legged animal","cat",31,4,3,2.376,0.420875421,420.8754209,-0.34267,"cat",17,3.53,0.056150043,0.239681969,1,1,1981.19,0.596
"572","four-legged animal","lion",49,8,3,1.699,0.588581519,588.5815185,-0.58126,"lion",13,2.89,0.120525549,0.272979749,1.55,1,1981.19,0.596
"573","four-legged animal","dog",55,3,3,2.217,0.451059991,451.059991,-0.60646,"dog",17,3.99,0.078850452,0.222268861,1.45,1,1981.19,0.596
"574","four-legged animal","dog",28,13,3,2.139,0.467508181,467.5081814,-0.65417,"dog",17,3.99,0.078850452,0.222268861,1.45,1,1981.19,0.596
"575","four-legged animal","cat",25,33,3,1.44,0.694444444,694.4444444,-1.132,"cat",17,3.53,0.056150043,0.239681969,1,1,1981.19,0.596
"576","four-legged animal","dog",58,18,3,1.626,0.61500615,615.0061501,-0.81849,"dog",17,3.99,0.078850452,0.222268861,1.45,1,1981.19,0.596
"577","four-legged animal","lion",40,31,3,2.983,0.335232987,335.2329869,-0.07739,"lion",13,2.89,0.120525549,0.272979749,1.55,1,1981.19,0.596
"578","four-wheeled vehicle","car",32,34,1,2.333,0.428632662,428.6326618,-0.23376,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
