"","Category","Response","Participant","Trial","List","RT","Inv_RT","Invk_RT","zscore_per_pt","SM_term","ProdFreq","LgSUBTLWF","Sensorimotor","Linguistic","PLD","NSyll","Category.RT","Category.RT.secs"
"1178","part of a building","entrance",78,24,2,2.998,0.333555704,333.5557038,-0.41864,"entrance",5,2.9,0.030172371,0.351804549,2.85,2,2708.25,1.80805
"1179","part of a building","brick",24,7,2,3.344,0.299043062,299.0430622,-0.58167,"brick",2,2.72,0.129315353,0.371154793,1.15,1,2708.25,1.80805
"1180","part of a building","bricks",21,25,2,4.627,0.216122758,216.1227577,0.44698,"brick",5,2.3,0.129315353,0.405098665,1.7,1,2708.25,1.80805
"1181","part of a building","walls",54,25,2,4.34,0.230414747,230.4147465,-0.08702,"wall",5,3.1,0.05770031,0.283337585,1.25,1,2708.25,1.80805
"1182","part of a building","rooms",18,29,2,7.466,0.13394053,133.9405304,1.02871,"rooms",6,3.12,0.029716207,0.280018704,1.4,1,2708.25,1.80805
"1183","part of a building","wall",51,9,2,3.125,0.32,320,0.09554,"wall",5,3.56,0.05770031,0.212479186,1,1,2708.25,1.80805
"1184","part of a building","window",39,27,2,3.767,0.265463233,265.4632333,0.21448,"window",9,3.64,0.034516605,0.262484264,1.85,2,2708.25,1.80805
"1185","part of a building","bricks",57,11,2,7.465,0.133958473,133.9584729,3.07901,"brick",5,2.3,0.129315353,0.405098665,1.7,1,2708.25,1.80805
"1186","part of a building","entrance",75,9,2,2.178,0.459136823,459.1368228,-0.27561,"entrance",5,2.9,0.030172371,0.351804549,2.85,2,2708.25,1.80805
"1187","part of a building","door",27,3,2,4.748,0.210614996,210.6149958,0.05524,"door",10,4.17,0.022067214,0.215517893,1,1,2708.25,1.80805
"1188","part of a building","door",30,11,2,5.64,0.177304965,177.3049645,1.09743,"door",10,4.17,0.022067214,0.215517893,1,1,2708.25,1.80805
"1189","part of a building","door",48,30,2,2.82,0.354609929,354.6099291,0.38613,"door",10,4.17,0.022067214,0.215517893,1,1,2708.25,1.80805
"1190","part of a building","floor",36,14,2,2.787,0.358808755,358.8087549,-0.14495,"floor",7,3.71,0.141383729,0.241082565,1.45,1,2708.25,1.80805
"1191","part of a building","roof",63,18,2,5.68,0.176056338,176.056338,1.34475,"roof",12,3.26,0.057331438,0.265513873,1.05,1,2708.25,1.80805
"1192","part of a building","roof",69,10,2,2.329,0.429368828,429.3688278,-0.43037,"roof",12,3.26,0.057331438,0.265513873,1.05,1,2708.25,1.80805
"1193","part of a tree","trunk",77,31,1,2.464,0.405844156,405.8441558,-0.30012,"trunk",16,3,0.02401084,0.410760345,1.8,1,2660.98,0.54978
"1194","part of a tree","leaf",38,31,1,1.83,0.546448087,546.4480874,-0.47802,"leaf",6,2.42,0.036631149,0.360673346,1.05,1,2660.98,0.54978
"1195","part of a tree","roots",26,31,1,3.386,0.295333727,295.3337271,-0.09416,"root",15,2.51,0.04888555,0.30447412,1.3,1,2660.98,0.54978
"1196","part of a tree","trunk",23,29,1,2.029,0.492853622,492.8536225,-0.35892,"trunk",16,3,0.02401084,0.410760345,1.8,1,2660.98,0.54978
"1197","part of a tree","trunk",62,33,1,2.364,0.423011844,423.0118443,-0.43474,"trunk",16,3,0.02401084,0.410760345,1.8,1,2660.98,0.54978
"1198","part of a tree","trunk",68,23,1,2.359,0.423908436,423.9084358,-1.09115,"trunk",16,3,0.02401084,0.410760345,1.8,1,2660.98,0.54978
"1199","part of a tree","branch",74,8,1,1.522,0.657030223,657.0302234,-0.93518,"branch",11,2.71,0.028975621,0.33788908,1.75,1,2660.98,0.54978
"1200","part of a tree","roots",59,33,1,2.83,0.35335689,353.3568905,-0.56362,"root",15,2.51,0.04888555,0.30447412,1.3,1,2660.98,0.54978
"1201","part of a tree","trunk",71,34,1,3.83,0.261096606,261.0966057,0.59412,"trunk",16,3,0.02401084,0.410760345,1.8,1,2660.98,0.54978
"1202","part of a tree","branch",17,23,1,2.049,0.488042948,488.0429478,-0.7635,"branch",11,2.71,0.028975621,0.33788908,1.75,1,2660.98,0.54978
"1203","part of a tree","trunk",53,10,1,2.135,0.468384075,468.3840749,-0.50593,"trunk",16,3,0.02401084,0.410760345,1.8,1,2660.98,0.54978
"1204","part of a tree","trunk",32,3,1,3.321,0.301114122,301.1141223,0.67963,"trunk",16,3,0.02401084,0.410760345,1.8,1,2660.98,0.54978
"1205","part of a tree","branch",35,28,1,2.022,0.494559842,494.5598417,-0.52571,"branch",11,2.71,0.028975621,0.33788908,1.75,1,2660.98,0.54978
"1206","part of a tree","branch",29,1,1,2.022,0.494559842,494.5598417,-0.58643,"branch",11,2.71,0.028975621,0.33788908,1.75,1,2660.98,0.54978
"1207","part of a tree","stem",50,24,1,2.445,0.408997955,408.997955,-0.69043,"stem",6,2.06,0.041968236,0.407801015,1.6,1,2660.98,0.54978
"1208","part of a tree","branches",44,29,1,3.097,0.322893122,322.8931224,-0.49874,"branch",6,2.23,0.028975621,0.384234126,2.2,2,2660.98,0.54978
"1209","part of a tree","branch",56,36,1,1.392,0.718390805,718.3908046,-0.75422,"branch",11,2.71,0.028975621,0.33788908,1.75,1,2660.98,0.54978
"1210","part of a tree","trunk",65,16,1,3.065,0.326264274,326.2642741,-0.20903,"trunk",16,3,0.02401084,0.410760345,1.8,1,2660.98,0.54978
"1211","part of a tree","trunk",47,11,1,2.36,0.423728814,423.7288136,-0.98274,"trunk",16,3,0.02401084,0.410760345,1.8,1,2660.98,0.54978
"1212","part of a tree","leaves",20,36,1,2.348,0.425894378,425.8943782,-0.27923,"leaves",13,3.36,0.017615838,0.221496339,1.45,1,2660.98,0.54978
"1213","part of the body","hands",77,6,1,2.317,0.431592577,431.5925766,-0.38248,"hand",9,4.08,0.175461416,0.182340383,1.7,1,2453.13,1.80805
"1214","part of the body","arm",44,9,1,3.787,0.264061262,264.0612622,-0.33521,"arm",8,3.52,0.188026716,0.26658612,1.55,1,2453.13,1.80805
"1215","part of the body","fingers",74,39,1,1.894,0.527983105,527.9831045,-0.57575,"finger",12,3.23,0.181102833,0.270933856,2.05,2,2453.13,1.80805
"1216","part of the body","arms",26,32,1,3.033,0.329706561,329.7065612,-0.25587,"arms",8,3.48,0.159389255,0.246841022,1.7,1,2453.13,1.80805
"1217","part of the body","brain",47,7,1,3.899,0.256476019,256.4760195,-0.01726,"brain",4,3.59,0.195186824,0.247134705,1,1,2453.13,1.80805
"1218","part of the body","arm",35,10,1,2.092,0.478011472,478.0114723,-0.49064,"arm",8,3.52,0.188026716,0.26658612,1.55,1,2453.13,1.80805
"1219","part of the body","hand",65,7,1,2.795,0.357781753,357.7817531,-0.37379,"hand",7,4.15,0.175461416,0.160768577,1.1,1,2453.13,1.80805
"1220","part of the body","head",29,13,1,2.264,0.441696113,441.6961131,-0.45195,"head",16,4.28,0.146638279,0.152592553,1,1,2453.13,1.80805
"1221","part of the body","fingers",53,36,1,2.167,0.461467467,461.4674665,-0.48345,"finger",12,3.23,0.181102833,0.270933856,2.05,2,2453.13,1.80805
"1222","part of the body","nose",50,21,1,1.652,0.605326877,605.3268765,-1.01438,"nose",15,3.55,0.132452295,0.303855101,1,1,2453.13,1.80805
"1223","part of the body","head",59,18,1,5.923,0.168833361,168.8333615,0.39058,"head",16,4.28,0.146638279,0.152592553,1,1,2453.13,1.80805
"1224","part of the body","hand",17,11,1,2.887,0.346380326,346.3803256,-0.44214,"hand",7,4.15,0.175461416,0.160768577,1.1,1,2453.13,1.80805
"1225","part of the body","arm",20,4,1,2.182,0.458295142,458.2951421,-0.43997,"arm",8,3.52,0.188026716,0.26658612,1.55,1,2453.13,1.80805
"1226","part of the body","arm",32,37,1,1.911,0.523286238,523.2862376,-0.6239,"arm",8,3.52,0.188026716,0.26658612,1.55,1,2453.13,1.80805
"1227","part of the body","hand",71,6,1,1.66,0.602409639,602.4096386,-0.84557,"hand",7,4.15,0.175461416,0.160768577,1.1,1,2453.13,1.80805
"1228","part of the body","arm",56,26,1,1.273,0.785545954,785.5459544,-0.84247,"arm",8,3.52,0.188026716,0.26658612,1.55,1,2453.13,1.80805
"1229","part of the body","hand",38,4,1,1.494,0.669344043,669.3440428,-0.67826,"hand",7,4.15,0.175461416,0.160768577,1.1,1,2453.13,1.80805
"1230","part of the body","leg",62,28,1,2.21,0.452488688,452.4886878,-0.48679,"leg",11,3.46,0.196280996,0.262111846,1.2,1,2453.13,1.80805
"1231","part of the body","fingers",68,13,1,3.719,0.268889486,268.8894864,-0.20065,"finger",12,3.23,0.181102833,0.270933856,2.05,2,2453.13,1.80805
"1232","part of the body","head",23,35,1,2.322,0.430663221,430.6632214,0.06987,"head",16,4.28,0.146638279,0.152592553,1,1,2453.13,1.80805
"1233","part of the face","skin",69,27,2,2.036,0.491159136,491.1591356,-0.56338,"skin",3,3.35,0.136350874,0.302091257,1.2,1,2426.71,0.54978
"1234","part of the face","nose",63,20,2,3.56,0.280898876,280.8988764,0.20961,"nose",21,3.55,0.082737893,0.304322307,1,1,2426.71,0.54978
"1235","part of the face","nose",78,15,2,3.61,0.27700831,277.0083102,-0.02514,"nose",21,3.55,0.082737893,0.304322307,1,1,2426.71,0.54978
"1236","part of the face","ears",60,22,2,3.605,0.27739251,277.3925104,-0.28441,"ear",16,3.23,0.094570562,0.328663968,1,1,2426.71,0.54978
"1237","part of the face","cheeks",39,16,2,2.131,0.469263257,469.2632567,-0.44067,"cheek",13,2.35,0.01334009,0.51017645,1.7,1,2426.71,0.54978
"1238","part of the face","eyes",54,7,2,2.435,0.410677618,410.6776181,-0.67835,"eyes",20,4.05,0.103897514,0.203029818,1,1,2426.71,0.54978
"1239","part of the face","skin",24,35,2,4.809,0.207943439,207.9434394,-0.15646,"skin",3,3.35,0.136350874,0.302091257,1.2,1,2426.71,0.54978
"1240","part of the face","hair",72,32,2,4.738,0.211059519,211.0595188,0.43887,"hair",4,3.89,0.061546052,0.254904672,1,1,2426.71,0.54978
"1241","part of the face","nose",36,9,2,2.066,0.484027106,484.0271055,-0.64015,"nose",21,3.55,0.082737893,0.304322307,1,1,2426.71,0.54978
"1242","part of the face","eyes",57,23,2,2.806,0.356379187,356.3791875,-0.20448,"eyes",20,4.05,0.103897514,0.203029818,1,1,2426.71,0.54978
"1243","part of the face","nose",75,15,2,1.684,0.593824228,593.824228,-0.38212,"nose",21,3.55,0.082737893,0.304322307,1,1,2426.71,0.54978
"1244","part of the face","chin",18,3,2,3.604,0.277469478,277.4694784,-0.27916,"chin",15,2.81,0.073254663,0.452928296,1.5,1,2426.71,0.54978
"1245","part of the face","nose",33,39,2,2.803,0.356760614,356.7606136,-0.63646,"nose",21,3.55,0.082737893,0.304322307,1,1,2426.71,0.54978
"1246","part of the face","eyes",45,26,2,1.789,0.558971492,558.9714925,-0.92427,"eyes",20,4.05,0.103897514,0.203029818,1,1,2426.71,0.54978
"1247","part of the face","nose",48,26,2,1.382,0.723589001,723.5890014,-1.09864,"nose",21,3.55,0.082737893,0.304322307,1,1,2426.71,0.54978
"1248","part of the face","eyes",27,39,2,2.437,0.410340583,410.3405827,-0.58506,"eyes",20,4.05,0.103897514,0.203029818,1,1,2426.71,0.54978
"1249","part of the face","nose",51,24,2,1.294,0.772797527,772.797527,-0.93586,"nose",21,3.55,0.082737893,0.304322307,1,1,2426.71,0.54978
"1250","part of the face","nose",30,24,2,1.77,0.564971751,564.9717514,-0.59777,"nose",21,3.55,0.082737893,0.304322307,1,1,2426.71,0.54978
"1251","part of the face","eyes",21,13,2,2.662,0.3756574,375.6574005,-0.70814,"eyes",20,4.05,0.103897514,0.203029818,1,1,2426.71,0.54978
"1252","part of the face","nose",42,1,2,1.577,0.634115409,634.115409,-0.76838,"nose",21,3.55,0.082737893,0.304322307,1,1,2426.71,0.54978
"1253","personal quality","kind",37,39,3,7.237,0.138178803,138.1788034,1.16394,"kind",3,4.48,0.096933089,0.198161401,1.35,1,1372.23,0.596
"1254","personal quality","happy",79,27,3,6.262,0.159693389,159.6933887,0.89425,"happy",3,4.23,0.080797469,0.196180643,1.75,2,1372.23,0.596
"1255","personal quality","friendliness",28,8,3,3.847,0.259942813,259.9428126,0.52342,"friendliness",3,0.85,0.118684311,0.608343982,3.7,3,1372.23,0.596
"1256","personal quality","friendliness",58,16,3,1.861,0.537345513,537.3455132,-0.58924,"friendliness",3,0.85,0.118684311,0.608343982,3.7,3,1372.23,0.596
"1257","personal quality","brave",80,22,3,6.905,0.144822592,144.8225923,4.48116,"brave",2,3.21,0.100202166,0.251966735,1.3,1,1372.23,0.596
"1258","personal quality","funny",55,39,3,2.244,0.445632799,445.6327986,-0.57964,"funny",3,4.05,0.108018994,0.24742794,1.3,2,1372.23,0.596
"1259","personal quality","positive",25,34,3,4.248,0.235404896,235.4048964,0.83421,"positive",2,3.21,0.116271695,0.192593667,2.85,3,1372.23,0.596
"1260","personal quality","happy",46,35,3,19.568,0.051103843,51.10384301,4.72441,"happy",3,4.23,0.080797469,0.196180643,1.75,2,1372.23,0.596
"1261","personal quality","nice",40,15,3,7.823,0.127828199,127.8281989,2.23269,"nice",3,4.52,0.075868588,0.23763408,1.2,1,1372.23,0.596
"1262","personal quality","brave",70,31,3,7.754,0.128965695,128.9656951,1.28526,"brave",2,3.21,0.100202166,0.251966735,1.3,1,1372.23,0.596
"1263","personal quality","selfish",52,10,3,6.219,0.160797556,160.7975559,2.14562,"selfish",2,2.91,0.114836299,0.382091947,2.55,2,1372.23,0.596
"1264","personal quality","confidence",43,39,3,3.984,0.251004016,251.0040161,-0.17079,"confidence",2,2.997,0.104269236,0.190680263,3.6,3,1372.23,0.596
"1265","personal quality","confidence",31,37,3,4.002,0.249875062,249.8750625,0.27607,"confidence",2,2.997,0.104269236,0.190680263,3.6,3,1372.23,0.596
"1266","personal quality","shy",67,2,3,3.683,0.271517784,271.5177844,0.28828,"shy",5,2.97,0.122741521,0.304925013,1,1,1372.23,0.596
"1267","personal quality","confident",22,37,3,3.767,0.265463233,265.4632333,1.4136,"confident",4,2.74,0.111837697,0.19225734,3.7,3,1372.23,0.596
"1268","personal quality","friendliness",49,24,3,2.392,0.418060201,418.0602007,-0.27629,"friendliness",3,0.85,0.118684311,0.608343982,3.7,3,1372.23,0.596
"1269","political system","democracy",42,35,2,3.459,0.289100896,289.1008962,1.08392,"democracy",9,2.53,0.021575965,0.248877954,3.5,4,1300.26,0.596
"1270","political system","democrat",27,29,2,4.29,0.233100233,233.1002331,-0.07165,"democrat",2,1.94,0.06349394,0.306306587,3.75,3,1300.26,0.596
"1271","political system","communism",33,1,2,6.734,0.148500149,148.5001485,0.18923,"communism",6,2.03,0.021017886,0.493263737,3.95,4,1300.26,0.596
"1272","political system","democracy",63,19,2,2.267,0.441111601,441.1116012,-0.48271,"democracy",9,2.53,0.021575965,0.248877954,3.5,4,1300.26,0.596
"1273","political system","democracy",36,7,2,6.727,0.148654675,148.6546752,2.56111,"democracy",9,2.53,0.021575965,0.248877954,3.5,4,1300.26,0.596
"1274","political system","communism",72,19,2,14.486,0.069032169,69.03216899,3.98292,"communism",6,2.03,0.021017886,0.493263737,3.95,4,1300.26,0.596
"1275","political system","democracy",75,24,2,2.852,0.350631136,350.631136,-0.13029,"democracy",9,2.53,0.021575965,0.248877954,3.5,4,1300.26,0.596
"1276","political system","democracy",69,1,2,10.592,0.094410876,94.41087613,3.32047,"democracy",9,2.53,0.021575965,0.248877954,3.5,4,1300.26,0.596
"1277","positive emotion","happy",29,34,1,3.914,0.255493102,255.4931017,0.46489,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1278","positive emotion","happiness",68,12,1,2.715,0.368324125,368.3241252,-0.85805,"happiness",6,3.1,0.017666133,0.256470193,2.55,3,1322.65,1.12562
"1279","positive emotion","happy",23,3,1,2.029,0.492853622,492.8536225,-0.35892,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1280","positive emotion","happy",56,13,1,3.153,0.317158262,317.158262,0.55169,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1281","positive emotion","happy",38,20,1,1.488,0.672043011,672.0430108,-0.68183,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1282","positive emotion","happy",53,18,1,2.439,0.4100041,410.0041,-0.29243,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1283","positive emotion","happiness",59,24,1,2.906,0.344115623,344.1156228,-0.54017,"happiness",6,3.1,0.017666133,0.256470193,2.55,3,1322.65,1.12562
"1284","positive emotion","happy",62,4,1,3.415,0.292825769,292.8257687,-0.07951,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1285","positive emotion","happiness",26,13,1,2.568,0.3894081,389.4080997,-0.46887,"happiness",6,3.1,0.017666133,0.256470193,2.55,3,1322.65,1.12562
"1286","positive emotion","happy",17,33,1,2.732,0.366032211,366.0322108,-0.50158,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1287","positive emotion","happy",77,25,1,1.329,0.752445448,752.4454477,-0.93605,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1288","positive emotion","happy",74,20,1,1.816,0.550660793,550.660793,-0.65112,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1289","positive emotion","happy",44,7,1,2.446,0.408830744,408.8307441,-0.65303,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1290","positive emotion","happiness",47,1,1,2.067,0.483792937,483.7929366,-1.16655,"happiness",6,3.1,0.017666133,0.256470193,2.55,3,1322.65,1.12562
"1291","positive emotion","happy",20,19,1,2.435,0.410677618,410.6776181,-0.19498,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1292","positive emotion","happy",32,24,1,1.581,0.632511069,632.5110689,-0.92898,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1293","positive emotion","happiness",50,17,1,5.872,0.170299728,170.2997275,0.70953,"happiness",6,3.1,0.017666133,0.256470193,2.55,3,1322.65,1.12562
"1294","positive emotion","happiness",35,20,1,2.049,0.488042948,488.0429478,-0.51218,"happiness",6,3.1,0.017666133,0.256470193,2.55,3,1322.65,1.12562
"1295","positive emotion","happy",71,1,1,2.136,0.468164794,468.164794,-0.52977,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1296","positive emotion","happy",65,14,1,2.696,0.370919881,370.9198813,-0.4342,"happy",14,4.23,0.013028004,0.249883056,1.75,2,1322.65,1.12562
"1297","positive personal quality","optimistic",72,11,2,3.817,0.261985853,261.9858528,0.10403,"optimistic",2,2.24,0.055908474,0.25584601,4.6,4,2015.55,0.596
"1298","positive personal quality","friendly",30,31,2,9.513,0.10511931,105.1193104,2.79394,"friendly",3,3.12,0.093005484,0.235336761,2.45,2,2015.55,0.596
"1299","positive personal quality","happiness",21,31,2,6.96,0.143678161,143.6781609,1.81843,"happiness",2,3.1,0.01644432,0.287105738,2.55,3,2015.55,0.596
"1300","positive personal quality","outgoing",75,36,2,2.747,0.364033491,364.0334911,-0.15293,"outgoing",2,1.96,0.09858399,0.405797338,3.35,3,2015.55,0.596
"1301","positive personal quality","cheerful",57,17,2,4.402,0.227169468,227.1694684,0.92032,"cheerful",2,2.28,0.051860723,0.358752863,2.7,2,2015.55,0.596
"1302","positive personal quality","kind",24,27,2,5.159,0.193836015,193.8360147,-0.05488,"kind",8,4.48,0.052727184,0.190721199,1.35,1,2015.55,0.596
"1303","positive personal quality","kind",51,29,2,3.265,0.306278714,306.2787136,0.1744,"kind",8,4.48,0.052727184,0.190721199,1.35,1,2015.55,0.596
"1304","positive personal quality","honesty",78,3,2,5.451,0.183452578,183.4525775,1.15856,"honesty",3,2.57,0.089038779,0.311442949,2.55,3,2015.55,0.596
"1305","positive personal quality","honesty",18,8,2,13.6,0.073529412,73.52941176,3.106,"honesty",3,2.57,0.089038779,0.311442949,2.55,3,2015.55,0.596
"1306","positive personal quality","helpful",33,11,2,15.551,0.064304546,64.30454633,2.04119,"helpful",3,2.79,0.095412832,0.247284146,2.75,2,2015.55,0.596
"1307","positive personal quality","kindness",42,32,2,2.933,0.340947835,340.947835,0.56622,"kindness",3,2.66,0.056001786,0.419600547,2.55,2,2015.55,0.596
"1308","positive personal quality","happy",39,37,2,9.018,0.110889332,110.8893324,2.31728,"happy",4,4.23,0.03666354,0.179576408,1.75,2,2015.55,0.596
"1309","prime number","two",70,25,3,3.023,0.330797221,330.7972213,-0.07363,"two",9,4.74,0.065719887,0.181317401,1,1,1254.29,1.1697
"1310","prime number","two",49,16,3,1.898,0.52687039,526.8703899,-0.49369,"two",9,4.74,0.065719887,0.181317401,1,1,1254.29,1.1697
"1311","prime number","two",19,18,3,3.19,0.313479624,313.4796238,-0.09952,"two",9,4.74,0.065719887,0.181317401,1,1,1254.29,1.1697
"1312","prime number","one",55,33,3,2.866,0.348918353,348.9183531,0.03834,"one",11,5.2,0.011479815,0.214962042,1,1,1254.29,1.1697
"1313","prime number","two",43,17,3,3.272,0.305623472,305.6234719,-0.43895,"two",9,4.74,0.065719887,0.181317401,1,1,1254.29,1.1697
"1314","prime number","two",46,7,3,3.498,0.285877644,285.8776444,-0.02198,"two",9,4.74,0.065719887,0.181317401,1,1,1254.29,1.1697
"1315","prime number","two",67,25,3,3.164,0.316055626,316.0556258,0.07083,"two",9,4.74,0.065719887,0.181317401,1,1,1254.29,1.1697
"1316","prime number","one",25,14,3,2.934,0.340831629,340.8316292,-0.08588,"one",11,5.2,0.011479815,0.214962042,1,1,1254.29,1.1697
"1317","prime number","one",76,19,3,3.438,0.290866783,290.866783,1.05939,"one",11,5.2,0.011479815,0.214962042,1,1,1254.29,1.1697
"1318","prime number","one",58,15,3,4.468,0.223813787,223.8137869,1.95404,"one",11,5.2,0.011479815,0.214962042,1,1,1254.29,1.1697
"1319","prime number","one",79,8,3,3.593,0.278318954,278.3189535,-0.10302,"one",11,5.2,0.011479815,0.214962042,1,1,1254.29,1.1697
